"68951081-5c98-8331-80f5-4599b6ea6f7a","Script LaTeX ABNT",1754599592.602125
"687d5fe6-62f4-8012-8209-8a394210a02b","Recuperar pasta OneDrive",1753047014.632385
"689e3475-ce98-8325-985a-2efaeefa5bd9","App São Camilo",1755198635.101571
"689e1f20-7fb8-8326-82b1-0bb057f71888","Listar e-mails recentes",1755193143.056219
"689d2182-08ac-8329-9143-cf1d17879ad2","Trabalho com terminal",1755128194.83455
"689c731e-afbc-8327-aa10-796e3717a2aa","Conectar ChatGPT com Alexa",1755083551.321588
"689b85d5-4780-8321-be72-9deedfbef00d","Configuração do ChatGPT Business",1755022806.157487
"682bbdb9-fcfc-8012-b1b0-a79797106d33","00 - Tradução",1747697082.15009
"689662d9-d268-832a-bfac-a257687e4442","Inovações do GPT-5",1754686200.354797
"6895f854-bc60-832d-b41f-af706ee48952","Gerar Qrcode no Nubank",1754658934.007671
"688c0f33-dd0c-8328-8a59-fc6e40050a7c","Connect ChatGPT with Zotero",1754009398.762289
"688eb834-4320-8328-989f-aad144f6ef06","Softwares CNC e Allegro",1754183733.349742
"68866dac-eaf8-8333-a5dd-00d1f1c31e05","Zotero",1753640366.389444
"688a5001-bf40-832a-90f7-e8c8af4f1ba6","Verificar instalação Office macOS",1753894994.341216
"688a2275-490c-8327-aeac-3d25b26c4e79","Endereço artigo Zotero",1753883279.75562
"6876abbb-9644-8012-8431-3528a3af29c3","Verificar compatibilidade Mac",1752607675.839355
"685cde63-d308-8012-952e-0853168cdedd","Jig de corte madeira",1750916707.997354
"6861b526-16cc-8012-94f2-19e6bf916ecf","ChronoSync OneDrive Problemas",1751233830.291095
"686be3ae-1494-8012-a6b9-5b9981f5dad5","Manutenção bateria MacBook",1751901117.582244
"6867edc2-4b04-8012-a8cd-51291ed91800","Substituição Bateria MacBook Pro",1751641538.458619
"685f2ea3-81c0-8012-b6f4-899bca8bfff2","Estratégia Backup 3-2-1",1751068323.630985
"68615792-81e4-8012-952f-538d39b3871a","Orçamento pós-doutorado ICB-USP",1751209874.687593
"685e9c6e-a6e8-8012-8534-a34fbeb58d3c","Backup 3-2-1 Resumo",1751030895.293063
"684735d8-827c-8012-a22c-13c94c916b81","3 - 2 - 1 cont",1749497304.881248
"6856bdb5-d848-8012-b822-20b86e3209fe","Instalação profissional de rede",1750515126.013218
"68500c4a-3414-8012-8e42-79ae601ec3c1","Soluções Perimetrais Intelbras IVA",1750076490.473699
"684addb8-568c-8012-be67-462a0dffae51","Reflexão acadêmica 3-2-1",1749736888.669407
"6848ee9e-5960-8012-8657-842eb60bf16d","Etiqueta com QR Code",1749610142.609047
"684088a3-e824-8012-9858-49cf12513ba1","3 - 2 - 1",1749059748.053243
"683f8f3a-90a0-8012-99d1-da5b02cb2838","Introdução ao Kaggle",1748995898.720874
"68368101-3728-8012-8deb-355220baf222","Estudo sobre NCCs",1748402433.509336
"6836520b-3188-8012-8cbe-82b220c41b58","Dúvida software CNC laser",1748390411.325254
"681b5349-83c0-8012-ae21-5c51d5e4af49","Gerenciamento Caixa Organizador",1746621258.113703
"68162502-e4ac-8012-a9d6-bf803afa3e1f","Hardware e Neologismo Técnico",1746281731.134436
"6814ef5e-a6b0-8012-931e-6bb0f6a0814c","Tutor CAPES Doutorado Documento",1746202463.405557
"6813ab49-7440-8012-bcf2-5911497a87eb","Impressão 3D Estratégias",1746119498.067496
"680d9377-45fc-8012-bc4f-489a19529666","14 - Mesa Pantográfica",1745720183.410246
"68081855-78c4-8012-96a1-639fde3da268","Resumo artigo científico",1745360981.924555
"6804f893-d0d0-8012-afe8-349f97b763f0","Gabarito 3D para Tupia",1745156244.104423
"68003b0f-0cbc-8012-acc2-9889ef4de8fc","Conversão de Euros para Reais",1744845583.196887
"67f13c89-9b58-8012-afa6-7f433a90a1a4","Boneco 3D Personalizado",1743862921.747195
"67e6ed61-c620-8012-a079-43f22e3a2be1","Computadores com Neurônios Humanos",1743187297.910457
"67e4904d-73a0-8012-9f94-496feee77b44","12 - Encontro com Homens Notáveis",1743032397.678619
"67e319ca-7dfc-8012-95c6-34f682bb3a11","Serviço da plataforma Shodan",1742936522.846619
"67d203b9-423c-8012-9951-fffd3ca94e8c","10 - Consciência e cérebro",1741816761.475177
"67b7e9c8-abe8-8012-8b94-eb55439af253","11 - Aging and Brain Training",1740106185.091993
"67d179a3-e3ec-8012-b1a4-3d87e00893c2","Ajustes mesa pantográfica",1741781412.122128
"676deb14-3820-8012-8eb9-dfe0686a8111","Plano mesa pantográfica ajustes",1735256852.377646
"67cb232e-1258-8012-9bf3-3308d751275e","Solicitação Cartão PCD SP",1741366062.338062
"67b9e42e-21f8-8012-b4c6-cbad3bb0e78b","Biometria de voz",1740235822.563405
"679fcc79-2240-8012-851c-3914a2771b20","Briefing ICB Segurança",1738525817.263632
"679d8747-b8dc-8012-925d-87de3af80a42","Problemas técnicos resolvidos",1738377031.939867
"6770191c-43a4-8012-849f-997ca7f1f2be","04 - Investimentos gráfica rápida",1735399708.59336
"679aa6cc-4c5c-8012-822f-5afbda090e17","Requisitos site gráfica segura",1738188492.571205
"677d76b9-0670-8012-9bfc-c67aafc4235c","02 -Configuração impressora Datamax",1736275641.174555
"678e5222-1dd0-8012-8c55-cddfcd689a8e","Projeto mesas madeira maciça",1737380386.441982
"6773375d-34bc-8012-92fb-76b220380339","Configuração de Impressora ZPL",1735604061.309061
"6776ccaf-71b0-8012-967d-3ffe891b4e24","Controle de Materiais",1735838895.660878
